observer,set,rep,pack_rep,card_name,rarity,card_type,creature_type,power,toughness,n_colors,color,CMC,finish,n_keywords,keywords,n,price
mz,Zendikar Rising,5,26,Molten Blast,Common,Instant,,,,1,Red,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,28,Molten Blast,Common,Instant,,,,1,Red,3,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,33,Momentum Rumbler,Uncommon,Creature,Dinosaur,3,3,1,Red,4,Regular,4,,1,0.5
mz,Ikoria: Lair of Behemoths,3,19,Momentum Rumbler,Uncommon,Creature,Dinosaur,3,3,1,Red,4,Regular,4,,1,0.5
mz,Ikoria: Lair of Behemoths,4,28,Momentum Rumbler,Uncommon,Creature,Dinosaur,3,3,1,Red,4,Regular,4,,1,0.5
mz,Ikoria: Lair of Behemoths,5,20,Momentum Rumbler,Uncommon,Creature,Dinosaur,3,3,1,Red,4,Regular,4,,1,0.5
mz,Ikoria: Lair of Behemoths,5,35,Momentum Rumbler,Uncommon,Creature,Dinosaur,3,3,1,Red,4,Regular,4,,1,0.5
mz,Ikoria: Lair of Behemoths,2,28,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,2,35,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,3,34,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,4,35,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,4,36,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,5,25,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,5,35,Monstrous Step,Uncommon,Sorcery,,,,1,Green,5,Regular,1,Cycling,1,0.5
mz,Zendikar Rising,2,2,"Moraug, Fury of Akoum",Mythic,Creature,Minotaur Warrior,6,6,1,Red,6,Showcase,1,Landfall,1,13
mz,Zendikar Rising,1,20,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,2,4,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,3,26,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Foil,1,Kicker,1,0.5
mz,Zendikar Rising,1,20,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,3,32,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,4,4,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,4,20,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,5,3,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,5,16,Moss-Pit Skeleton,Uncommon,Creature,Plant Skeleton,2,2,2,"Black, Green",2,Regular,1,Kicker,1,0.25
mz,Ikoria: Lair of Behemoths,1,17,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,1,25,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,1,27,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,2,9,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,2,18,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,2,26,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,2,28,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,2,35,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,3,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,4,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,27,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,32,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,33,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,4,17,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,4,19,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,4,26,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,5,5,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,5,9,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,5,10,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,5,19,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,5,33,Mosscoat Goriak,Common,Creature,Beast,2,4,1,Green,3,Regular,1,Vigilance,1,0.15
mz,Ikoria: Lair of Behemoths,3,33,Mountain,Common,Land,,,,0,Colorless,0,Foil,0,,1,1
mz,Zendikar Rising,1,1,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,20,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,26,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,33,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,4,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,27,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,28,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,35,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,4,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,12,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,34,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,13,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,17,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,36,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,2,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,32,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,33,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,36,Murasa Brute,Common,Creature,Troll Warrior,3,3,1,Green,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,36,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,2,35,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,3,12,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,3,16,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,4,19,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,4,33,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,5,5,Murasa Rootgrazer,Uncommon,Creature,Beast,2,3,2,"Green, White",2,Regular,1,Vigilance,1,0.25
mz,Zendikar Rising,2,1,Murasa Sproutling,Uncommon,Creature,Plant Elemental,3,3,1,Green,3,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,2,26,Murasa Sproutling,Uncommon,Creature,Plant Elemental,3,3,1,Green,3,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,3,18,Murasa Sproutling,Uncommon,Creature,Plant Elemental,3,3,1,Green,3,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,4,14,Murasa Sproutling,Uncommon,Creature,Plant Elemental,3,3,1,Green,3,Regular,1,Kicker,1,0.25
mz,Zendikar Rising,5,19,Murasa Sproutling,Uncommon,Creature,Plant Elemental,3,3,1,Green,3,Regular,1,Kicker,1,0.25
mz,Ikoria: Lair of Behemoths,1,1,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,13,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,28,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,33,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,2,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,6,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,22,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,33,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,6,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,10,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,25,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,9,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,13,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,19,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,25,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,30,Mutual Destruction,Common,Sorcery,,,,1,Black,1,Regular,0,,1,0.15
mz,Zendikar Rising,1,30,Myriad Construct,Rare,Artifact Creature,Construct,4,4,0,Colorless,4,Regular,1,Kicker,1,1
mz,Zendikar Rising,2,11,Myriad Construct,Rare,Artifact Creature,Construct,4,4,0,Colorless,4,Regular,1,Kicker,1,1
mz,Zendikar Rising,3,23,Myriad Construct,Rare,Artifact Creature,Construct,4,4,0,Colorless,4,Regular,1,Kicker,1,1
mz,Zendikar Rising,5,24,Myriad Construct,Rare,Artifact Creature,Construct,4,4,0,Colorless,4,Regular,1,Kicker,1,1
mz,Ikoria: Lair of Behemoths,1,2,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,8,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,21,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,20,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,31,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,8,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,18,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,35,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,5,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,12,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,30,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,32,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,35,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,3,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,12,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,26,Mysterious Egg,Common,Creature,Egg,0,2,0,Colorless,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,22,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,2,14,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,3,3,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,3,14,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,4,15,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,5,12,Mystic Subdual,Uncommon,Enchantment - Aura,,,,1,Blue,2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,2,13,Mythos of Brokkos,Rare,Sorcery,,,,1,Green,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,1,Mythos of Brokkos,Rare,Sorcery,,,,1,Green,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,14,Mythos of Brokkos,Rare,Sorcery,,,,1,Green,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,4,Mythos of Brokkos,Rare,Sorcery,,,,1,Green,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,36,Mythos of Illuna,Rare,Sorcery,,,,1,Blue,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,7,Mythos of Illuna,Rare,Sorcery,,,,1,Blue,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,5,Mythos of Illuna,Rare,Sorcery,,,,1,Blue,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,1,6,Mythos of Nethroi,Rare,Instant,,,,1,Black,3,Regular,0,,1,1.5
mz,Ikoria: Lair of Behemoths,2,22,Mythos of Nethroi,Rare,Instant,,,,1,Black,3,Regular,0,,1,1.5
mz,Ikoria: Lair of Behemoths,3,26,Mythos of Nethroi,Rare,Instant,,,,1,Black,3,Regular,0,,1,1.5
mz,Ikoria: Lair of Behemoths,4,5,Mythos of Nethroi,Rare,Instant,,,,1,Black,3,Regular,0,,1,1.5
mz,Ikoria: Lair of Behemoths,1,20,Mythos of Snapdax,Rare,Sorcery,,,,1,White,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,1,Mythos of Snapdax,Rare,Sorcery,,,,1,White,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,14,Mythos of Snapdax,Rare,Sorcery,,,,1,White,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,31,Mythos of Snapdax,Rare,Sorcery,,,,1,White,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,34,Mythos of Vadrok,Rare,Sorcery,,,,1,Red,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,15,Mythos of Vadrok,Rare,Sorcery,,,,1,Red,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,29,Mythos of Vadrok,Rare,Sorcery,,,,1,Red,4,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,18,Mythos of Vadrok,Rare,Sorcery,,,,1,Red,4,Regular,0,,1,0.5
mz,Zendikar Rising,2,31,"Nahiri, Heir of the Ancients",Mythic,Planeswalker,,,,2,"Red, White",4,Foil,0,,1,6
mz,Zendikar Rising,1,5,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,8,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,1,10,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,25,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,31,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,35,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,6,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,15,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,27,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,3,35,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,9,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,26,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,27,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,4,33,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,10,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,14,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,24,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,5,28,Nahiri's Binding,Common,Enchantment - Aura,,,,1,White,3,Regular,0,,1,0.15
mz,Zendikar Rising,2,29,Nahiri's Lithoforming,Rare,Sorcery,,,,1,Red,2,Regular,0,,1,1
mz,Zendikar Rising,3,25,Nahiri's Lithoforming,Rare,Sorcery,,,,1,Red,2,Regular,0,,1,1
mz,Core 2021,2,11,Necromentia,Rare,Sorcery,,,,1,Black,3,Regular,0,,1,1
mz,Ikoria: Lair of Behemoths,1,16,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,1,31,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,2,28,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,3,26,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Showcase,1,Mutate,1,1
mz,Ikoria: Lair of Behemoths,4,11,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,4,19,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,5,1,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Ikoria: Lair of Behemoths,5,36,Necropanther,Uncommon,Creature,Cat Nightmare,3,3,2,"Black, White",3,Regular,1,Mutate,1,0.5
mz,Zendikar Rising,1,22,Needleverge Pathway // Pillarverge Pathway,Rare,Land,,,,0,Colorless,0,Borderless,0,,1,6
mz,Zendikar Rising,3,12,Needleverge Pathway // Pillarverge Pathway,Rare,Land,,,,0,Colorless,0,Borderless,0,,1,6
mz,Zendikar Rising,1,10,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,17,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,35,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,1,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,7,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,33,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,34,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,1,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,6,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,14,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,19,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,34,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,35,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,1,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,4,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,25,Negate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,34,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,1,35,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,2,24,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,2,25,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,3,36,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,4,23,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,4,26,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,5,13,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Ikoria: Lair of Behemoths,5,22,Neutralize,Uncommon,Instant,,,,1,Blue,3,Regular,1,Cycling,1,0.5
mz,Core 2021,2,14,"Niambi, Esteemed Speaker",Rare,Creature,Human Cleric,2,1,2,"White, Blue",2,Regular,1,Flash,1,1
mz,Core 2021,4,2,"Niambi, Esteemed Speaker",Rare,Creature,Human Cleric,2,1,2,"White, Blue",2,Regular,1,Flash,1,1
mz,Zendikar Rising,1,10,Nighthawk Scavenger,Rare,Creature,Vampire Rogue,1,3,1,Black,3,Regular,3,"Flying, Deathtouch, Lifelink",1,10
mz,Zendikar Rising,3,27,Nighthawk Scavenger,Rare,Creature,Vampire Rogue,1,3,1,Black,3,Regular,3,"Flying, Deathtouch, Lifelink",1,10
mz,Zendikar Rising,4,34,Nighthawk Scavenger,Rare,Creature,Vampire Rogue,1,3,1,Black,3,Regular,3,"Flying, Deathtouch, Lifelink",1,10
mz,Zendikar Rising,4,35,Nighthawk Scavenger,Rare,Creature,Vampire Rogue,1,3,1,Black,3,Foil,3,"Flying, Deathtouch, Lifelink",1,17
mz,Zendikar Rising,5,11,Nighthawk Scavenger,Rare,Creature,Vampire Rogue,1,3,1,Black,3,Regular,3,"Flying, Deathtouch, Lifelink",1,10
mz,Ikoria: Lair of Behemoths,1,5,Nightsquad Commando,Common,Creature,Human Soldier,2,3,1,Black,3,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,8,Nightsquad Commando,Common,Creature,Human Soldier,2,3,1,Black,3,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,13,Nightsquad Commando,Common,Creature,Human Soldier,2,3,1,Black,3,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,14,Nightsquad Commando,Common,Creature,Human Soldier,2,3,1,Black,3,Regular,0,,1,0.15
